x,y,age,sex,prior_visit,behavior_type,group_number,group_type,group_leader,initial_energy,ID,role,exit,prompt,table,party,turned back x,turned back y,starting room,ids employees y/n,employee location x1,employee location y1,took,note
209,396,,male,FALSE,,,,,100,w105,patron,M,,,,,,Crystal Room 4,,,,,
262,255,,female,FALSE,,dayton aaa,2,,100,w112,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
262,270,,female,FALSE,,,,,100,w113,patron,C,,,,,,cabaret room,,,,,
85,63,,male,FALSE,,w114,4,,100,w114,patron,K,,,,,,main dining,,,,,
92,54,,female,FALSE,,w114,4,,100,w114a,patron,K,,,,,,main dining,,,,,
139,118,,male,FALSE,,,,,100,w115,patron,M,,,,,,empire room,,,,,
269,230,,female,FALSE,,w118,4,,100,w118,patron,C,,,,,,cabaret room,,,,,
282,247,7,female,FALSE,,w118,4,,80,w118a,patron,C,,,,,,cabaret room,,,,,
181,199,,male,TRUE,,,,,100,w13,tipped staff,,,,,,,hall outside garden 2,,,,,
270,220,,female,TRUE,,,,,100,w14,contractor,S,,,,,,cabaret room,,,,,
202,178,,male,TRUE,,,,,100,w15,non-tipped,,,,,,,catering office,,,,,"Saw smoke through the ceiling, so went to the basement to get a fire extinguisher. On seeing the smoke from the zebra room, evacuated. Beverage manager"
249,214,,male,FALSE,,,,,100,w16,patron,C,,,,,,cabaret room,,,,,
264,222,,female,FALSE,,,,,100,w17,patron,C,,,,,,cabaret room,,,,,
270,303,,female,FALSE,,,,,100,w18,patron,C,,,,,,cabaret room,,,,,
252,306,,male,FALSE,,,,,100,w19,patron,C,,,,,,cabaret room,,,,,
81,78,,male,TRUE,,,,,100,w2,tipped staff,K,,,,,,main dining,,,,,
246,317,,male,FALSE,,w21,4,,100,w21,patron,S,,,,,,cabaret room,,,,,
251,295,,male,FALSE,,w21,4,,100,w21a,patron,S,,,,,,cabaret room,,,,,
192,119,,male,FALSE,,,,,100,w23,patron,G2,,,,,,empire room,,,,,
255,315,,male,FALSE,,,,,100,w24,patron,GC,,,,,,cabaret room,,,,,
196,82,,male,TRUE,,,,,100,w26,non-tipped,S,,,,,,hall of mirrors?,,,,,
151,135,,male,FALSE,,,,,100,w28,patron,K,,,,,,empire room,,,,,
145,131,,male,FALSE,,,,,100,w29,patron,M,,,,,,empire room,,,,,
245,269,,male,FALSE,,,,,100,w30,patron,S,,,,,,cabaret room,,,,,
267,272,,female,FALSE,,,,,100,w4,patron,C,,,,,,cabaret room,,,,,
257,131,,female,FALSE,,w42,4,,100,w42a,patron,M,,,,,,Viennese Room,,,,,
265,81,,female,FALSE,,w42,4,,100,w42b,patron,M,,,,,,Viennese Room,,,,,
60,163,,male,TRUE,,,,,100,w5,tipped staff,S,,,,,,kitchen,,,,,
273,211,,male,FALSE,,,,,100,w7,patron,S,,,,,,cabaret room,,,,,
80,231,,female,TRUE,,,,,100,w8,tipped staff,S,,,,,,kitchen,,,,,
100,63,,female,TRUE,,,,,100,w9,tipped staff,,,,,,,main dining,,,,,
253,277,,male,FALSE,,dayton aaa,2,,100,wb,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
266,246,,male,FALSE,,tristate road runners,2,,100,wm19,patron,,,tristate road runners table 5,tristate,,,cabaret room,,,,,
270,288,,female,FALSE,,tristate road runners,2,,100,wm20,patron,,,tristate road runners table 5,tristate,,,cabaret room,,,,,
261,241,,male,FALSE,,tristate road runners,2,,100,wp71,patron,,,tristate road runners table 7,tristate,,,cabaret room,,,,,
272,238,,female,FALSE,,tristate road runners,2,,100,wp72,patron,,,tristate road runners table 7,tristate,,,cabaret room,,,,,
265,112,,female,FALSE,,y16,4,,100,y16a,patron,M,,,,,,Viennese Room,,,,,
60,134,,female,TRUE,,,,,100,y2,non-tipped,,,,,,,kitchen,,,,,
196,396,,male,FALSE,,y5,4,,100,y5,patron,K,,,,,,Crystal Room 4,,,,,
207,402,,female,FALSE,,y5,4,,100,y6,patron,K,,,,,,Crystal Room 4,,,,,
273,275,,male,FALSE,,,,,100,y9,patron,S,,,,,,cabaret room,,,,,
256,238,30,female,FALSE,,,,,100,z1,patron,C,,,,,,cabaret room,,,,,
242,74,,male,FALSE,,z12,4,,100,z12a,patron,M,told,,,,,Viennese Room,,,,,
191,131,,female,FALSE,,z4,4,,100,z4,patron,K,,,,,,empire room,,,,,
155,133,,male,FALSE,,z4,4,,100,z4a,patron,K,,,,,,empire room,,,,,
190,133,,female,TRUE,,,,,100,p7,tipped staff,K,,,,,,empire room,,,,,"was smoking in the bathroom: when she emerged, she followed general directions to exit out the kitchen"
