x,y,age,sex,prior_visit,behavior_type,group_number,group_type,group_leader,initial_energy,ID,role,exit,prompt,table,party,turned back x,turned back y,starting room,ids employees y/n,employee location x1,employee location y1,took,note
278,278,,female,FALSE,,dayton aaa,2,,100,bh1,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
253,219,,female,FALSE,,dayton aaa,2,,100,bh,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
262,264,,male,FALSE,,tristate road runners,2,,100,bj27,patron,,,tristate road runners table 8,tristate,,,cabaret room,,,,,
247,216,,female,FALSE,,dayton aaa,2,,100,bml,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
247,228,,female,FALSE,,dayton aaa,2,,100,bp,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
253,235,,female,FALSE,,dayton aaa,2,,100,bw1,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
267,306,,female,FALSE,,dayton aaa,2,,100,bw,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
277,100,,male,TRUE,,,,,100,c11,non-tipped,M,,,,,,Viennese Room,,,,,
174,69,,female,TRUE,,,,,100,c12,non-tipped,,,,,,,Main bar,,,,,
148,248,,female,TRUE,,,,,100,c17,non-tipped,M,,,,,,cabaret room/service bar,,,,,
284,178,,male,TRUE,,,,,100,c18,tipped staff,,,,,,,between kitchen & main dining,,,,,
71,163,,male,TRUE,,,,,100,c2,non-tipped,,,,,,,kitchen,,,,,
278,208,,female,TRUE,,,,,100,c22,tipped staff,M,,,,,,cabaret room,,,,,
255,236,,male,TRUE,,c26,4,,100,c26,tipped staff,C,,,,,,cabaret room,,,,,
68,90,,female,TRUE,,c26,4,,100,c26a,non-tipped,,,,,,,gift shop,,,,,
255,92,,male,FALSE,,c29,4,,100,c29,patron,GC,,,,,,Viennese Room,,,,,
262,102,,male,FALSE,,c29,4,,100,c29a,patron,GC,,,,,,Viennese Room,,,,,
155,114,,female,FALSE,,,,,100,c3a,patron,S,,,,,,empire room,,,,,
274,260,,male,FALSE,,,,,100,c3,patron,GC,,,,,,cabaret room,,,,,
268,213,,female,FALSE,,,,,100,c30,patron,C,,,,,,cabaret room,,,,,
270,271,52,male,FALSE,,,,,100,c4,patron,C,,,,,,cabaret room,,,,,
263,218,51,female,FALSE,,,,,100,c5,patron,C,,,,,,cabaret room,,,,,
270,244,,female,FALSE,,,,,100,c6,patron,C,,,,,,cabaret room,,,,,
267,62,,female,FALSE,,c68,4,,100,c68a,patron,GC,,,,,,Viennese Room,,,,,
251,249,,female,TRUE,,,,,100,c8,non-tipped,,,,,,,cabaret room,,,,purse,
271,305,,male,FALSE,,,,,100,c93,patron,S,,,,,,cabaret room,,,,,
271,311,,female,FALSE,,,,,100,c94,patron,S,,,,,,cabaret room,,,,,
263,258,,female,FALSE,,dayton aaa,2,,100,cb,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
258,247,,male,FALSE,,dayton aaa,2,,100,cs,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
261,257,,male,FALSE,,tristate road runners,2,,100,cs74,patron,,,tristate road runners table 1,tristate,,,cabaret room,,,,,
272,303,,female,FALSE,,tristate road runners,2,,100,cs75,patron,,,tristate road runners table 1,tristate,,,cabaret room,,,,,
277,215,30,female,FALSE,,,,,100,d1,patron,C,,,,,,cabaret room,,,,,
135,70,,male,FALSE,,,,,100,s4,patron,M,"instructed, saw smoke",,,,,Main bar,,,,,
150,76,,male,FALSE,,,,,100,T4,patron,M,"instructed, saw smoke",,,,,Main bar,,,,,
259,222,,female,FALSE,,d16,4,,100,d16a,patron,GC,,,,,,cabaret room,,,,,
175,124,,male,FALSE,,d21,4,,100,d21,patron,S,,,,,,empire room,,,,,
161,131,,female,FALSE,,d21,4,,100,d21a,patron,S,,,,,,empire room,,,,,
147,130,,female,FALSE,,,,,100,d29,patron,G2,,,,,,empire room,,,,,
255,253,,female,FALSE,,,,,100,d3,patron,C,,,,,,cabaret room,,,,,
261,198,,male,FALSE,,d32,4,,100,d32,patron,S,,,,,,cabaret room,,,,,
272,302,,female,FALSE,,d32,4,,100,d32a,patron,S,,,,,,cabaret room,,,,,
282,298,,male,FALSE,,,,,100,d34,patron,GC,,,,,,cabaret room,,,,,
201,396,,male,FALSE,,,,,100,d35,patron,G1,,,,,,Crystal Room 4,,,,,
171,433,,female,TRUE,,,,,100,d4,non-tipped,M,,,,,,front desk,,,,,
175,113,,male,TRUE,,,,,100,d9,non-tipped,S,,,,,,empire room,,,,,
256,290,,female,FALSE,,dayton aaa,2,,100,d94,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
263,287,,female,FALSE,,dayton aaa,2,,100,d95,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
247,92,,male,FALSE,,j17,4,,100,j17,patron,M,movement,,bar mitzvah,,,Viennese Room,,,,,
268,120,,male,FALSE,,,,,100,d97,patron,K,,,,,,Viennese Room,,,,,
265,101,,female,FALSE,,j17,4,,100,j17a,patron,M,movement,,bar mitzvah,,,Viennese Room,,,,,
175,117,,female,FALSE,,,,,100,d98,patron,K,,,,,,empire room,,,,,
255,316,,female,FALSE,,dayton aaa,2,,100,db,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
257,251,,female,FALSE,,tristate road runners,2,,100,db18,patron,,,tristate road runners table 8,tristate,,,cabaret room,,,,,
276,275,,female,FALSE,,tristate road runners,2,,100,db76,patron,,,tristate road runners table 6,tristate,,,cabaret room,,,,,
277,284,,female,FALSE,,dayton aaa,2,,100,di,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
121,397,,female,FALSE,,,,,100,e11,patron,K,,,,,,Crystal Room 6,,,,,
261,283,27,female,FALSE,,,,,100,e2,patron,C,,,,,,cabaret room,,,,,
188,392,,female,FALSE,,e20,4,,100,e20,patron,K,,,,,,Crystal Room 4,,,,,
193,391,,female,FALSE,,e20,4,,100,e20a,patron,K,,,,,,Crystal Room 4,,,,,
189,404,,female,FALSE,,e24,4,,100,e24,patron,K,,,,,,Crystal Room 4,,,,,
193,398,,female,FALSE,,e24,4,,100,e24a,patron,K,,,,,,Crystal Room 4,,,,,
277,239,,female,FALSE,,,,,100,e5,patron,C,,,,,,cabaret room,,,,,
257,288,,female,FALSE,,,,,100,e8,patron,GC,,,,,,cabaret room,,,,,
266,206,,female,FALSE,,,,,100,e9,patron,GC,,,,,,cabaret room,,,,,
269,220,,female,FALSE,,tristate road runners,2,,100,ec47,patron,,,tristate road runners table 2,tristate,,,cabaret room,,,,,
274,272,,female,FALSE,,tristate road runners,2,,100,ed5,patron,,,tristate road runners table 1,tristate,,,cabaret room,,,,,
255,298,,female,FALSE,,dayton aaa,2,,100,ef,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
267,245,,female,FALSE,,tristate road runners,2,,100,eh48,patron,,,tristate road runners table 1,tristate,,,cabaret room,,,,,
267,266,,female,FALSE,,dayton aaa,2,,100,el,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
273,256,,female,FALSE,,dayton aaa,2,,100,er,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
271,288,,female,FALSE,,tristate road runners,2,,100,er2,patron,,,tristate road runners table 9,tristate,,,cabaret room,,,,,
254,288,,female,FALSE,,dayton aaa,2,,100,es,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
156,216,,female,TRUE,,,,,100,f10,tipped staff,C,,,,,,cabaret room/service bar,,,,purse,
173,258,,female,TRUE,,,,,100,f11,non-tipped,,,,,,,cabaret room/service bar,,,,,
264,283,,female,FALSE,,,,,100,f12,patron,GC,,,,,,cabaret room,,,,,
134,95,,female,TRUE,,,,,100,f13,tipped staff,S,,,,,,Foyer,,,,purse,
245,231,,female,FALSE,,,,,100,f14,patron,GC,,,,,,cabaret room,,,,,
291,248,,female,TRUE,,,,,100,f16,contractor,,,,,,,on stage,,,,violin,
257,232,,female,TRUE,,,,,100,f17,non-tipped,,,,,,,cabaret room,,,,purse,
264,306,,female,FALSE,,,,,100,f21,patron,C,,,,,,cabaret room,,,,,
264,245,,male,FALSE,,f23,4,,100,f23,patron,S,,,,,,cabaret room,,,,,
257,286,,female,FALSE,,f23,4,,100,f23a,patron,S,,,,,,cabaret room,,,,,
279,318,,male,FALSE,,f25,4,,100,f25,patron,C,,,,,,cabaret room,,,,,
279,241,,female,FALSE,,f25,4,,100,f25a,patron,C,,,,,,cabaret room,,,,,
143,132,,male,FALSE,,f27,4,,100,f27,patron,M,,,,,,empire room,,,,,
163,115,,female,FALSE,,f27,4,,100,f27a,patron,M,,,,,,empire room,,,,,
155,70,,male,FALSE,,f28,4,,100,f28,patron,M,,,,,,Foyer,,,,,
142,59,,female,FALSE,,f28,4,,100,f28a,patron,M,,,,,,Foyer,,,,,
248,53,,male,FALSE,,f29,4,,100,f29,patron,M,,,bar mitzvah,,,Viennese Room,,,,,
269,121,,female,FALSE,,f29,4,,100,f29a,patron,M,,,bar mitzvah,,,Viennese Room,,,,,
253,77,,male,FALSE,,f29,4,,100,f29b,patron,M,,,bar mitzvah,,,Viennese Room,,,,,
161,53,,male,TRUE,,,,,100,f3,tipped staff,,,,,,,idk all over,,,,,
245,132,,male,FALSE,,f30,4,,100,f30,patron,S,,,,,,Viennese Room,,,,,
278,122,,female,FALSE,,f30,4,,100,f30a,patron,S,,,,,,Viennese Room,,,,,
274,269,,female,FALSE,,,,,100,f38,patron,GC,,,,,,cabaret room,,,,,
192,397,,female,FALSE,,,,,100,f41,patron,K,,,,,,Crystal Room 4,,,,,
157,229,,male,TRUE,,,,,100,f6,tipped staff,,,,,,,garden 3,,,,,
247,323,,female,FALSE,,,,,100,f87,patron,GC,,,,,,cabaret room,,,,,
263,256,,female,TRUE,,,,,100,f90,tipped staff,,,,,,,cabaret room,,,,,
207,416,,female,FALSE,,,,,100,f91a,patron,S,,,,,,2nd floor dressing,,,,,
206,396,,female,TRUE,,,,,100,f91,tipped staff,M,,,,,,Crystal Room 4,,,,,
194,403,,female,FALSE,,,,,100,f92,patron,K,,,,,,Crystal Room 4,,,,,
280,281,,female,FALSE,,tristate road runners,2,,100,fb49,patron,,,tristate road runners table 1,tristate,,,cabaret room,,,,,
267,211,,male,FALSE,,tristate road runners,2,,100,fc34,patron,d,,tristate road runners table 4,tristate,,,cabaret room,,,,,
257,199,,female,FALSE,,tristate road runners,2,,100,fc35,patron,d,,tristate road runners table 4,tristate,,,cabaret room,,,,,
253,202,,female,FALSE,,dayton aaa,2,,100,fd,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
255,292,,male,FALSE,,tristate road runners,2,,100,ff42,patron,,,tristate road runners table 8,tristate,,,cabaret room,,,,,
253,250,,male,FALSE,,dayton aaa,2,,100,fh,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
275,242,,male,FALSE,,dayton aaa,2,,100,fw,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
275,233,,female,FALSE,,tristate road runners,2,,100,fw15,patron,,,tristate road runners table 8,tristate,,,cabaret room,,,,,
152,76,,female,TRUE,,,,,100,g1,tipped staff,S,,,,,,Main bar,,,,,
248,228,,female,FALSE,,,,,100,g10,patron,S,,,,,,cabaret room,,,,,
170,410,,male,TRUE,,,,,100,g11,contractor,S,,,three way power,,,hallway btwn crystal rooms,,,,,
254,228,,female,FALSE,,,,,100,g12,patron,S,,,,,,cabaret room,,,,,
262,215,,female,FALSE,,g13,4,,100,g13,patron,S,,,,,,cabaret room,,,,,
263,210,,female,FALSE,,g13,4,,100,g13a,patron,S,,,,,,cabaret room,,,,,
136,133,,male,FALSE,,g14,4,,100,g14,patron,M,,,,,,empire room,,,,,
142,126,,female,FALSE,,g14,4,,100,g14a,patron,M,,,,,,empire room,,,,,
93,69,,male,FALSE,,,,,100,g15,patron,K,,,,,,main dining,,,,,
87,59,,male,FALSE,,,,,100,g18,patron,K,,,,,,main dining,,,,,
81,218,,male,TRUE,,,,,100,g2,non-tipped,S,,,,,,kitchen bar,,,,,
191,401,,female,FALSE,,,,,100,g21,patron,K,,,,,,Crystal Room 4,,,,,
146,392,,female,TRUE,,,,,100,g23,contractor,K,,,three way power,,,Crystal Room 6,,,,,
259,110,,female,FALSE,,,,,100,g31,patron,M,,,,,,Viennese Room,,,,,
243,83,,female,FALSE,,,,,100,g33,patron,GC,,,,,,Viennese Room,,,,,
209,400,,female,FALSE,,,,,100,g36,patron,K,,,,,,Crystal Room 4,,,,,
83,188,,male,FALSE,,,,,100,g4a,patron,S,,,,,,kitchen,,,,,
256,289,,female,FALSE,,,,,100,g4,patron,S,,,,,,cabaret room,,,,,
68,62,,male,FALSE,,,,,100,g52,patron,K,,,,,,main dining,,,,,
261,208,,female,FALSE,,dayton aaa,2,,100,g68,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
282,222,,female,FALSE,,dayton aaa,2,,100,g87,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
286,270,,female,TRUE,,,,,100,g9,contractor,,,,,,,on stage,,,,,
270,313,,female,FALSE,,dayton aaa,2,,100,g90,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
91,58,,female,FALSE,,,,,100,g92,patron,K,,,,,,main dining,,,,,
76,57,,female,FALSE,,,,,100,g92?,patron,S,,,,,,main dining,,,,,
256,307,,male,FALSE,,,,,100,g94,patron,S,,,,,,cabaret room,,,,,
256,303,,female,FALSE,,dayton aaa,2,,100,gh,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
270,303,,female,FALSE,,dayton aaa,2,,100,gkt,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
277,241,,female,FALSE,,dayton aaa,2,,100,gl,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
264,225,,female,FALSE,,tristate road runners,2,,100,gp44,patron,d,,tristate road runners table 3,tristate,,,cabaret room,,,,,
262,319,,male,FALSE,,tristate road runners,2,,100,gp45,patron,d,,tristate road runners table 3,tristate,,,cabaret room,,,,,
249,214,,female,FALSE,,tristate road runners,2,,100,gt59,patron,,,tristate road runners table 9,tristate,,,cabaret room,,,,,
264,259,,female,FALSE,,dayton aaa,2,,100,gw,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
270,286,,male,FALSE,,tristate road runners,2,,100,gwc1,patron,,,tristate road runners table 11,tristate,,,cabaret room,,,,,
254,287,,female,FALSE,,tristate road runners,2,,100,gwc2,patron,,,tristate road runners table 11,tristate,,,cabaret room,,,,,
234,173,,female,TRUE,,,,,100,h10,tipped staff,,,,,,,hall,,,,,
67,66,,male,TRUE,,,,,100,h11,tipped staff,,,,,,,main dining,,,,,
93,150,,male,TRUE,,,,,100,h12,non-tipped,S,,,,,,kitchen,,,,,
272,280,,female,TRUE,,,,,100,h14,non-tipped,M,,,,,,cabaret room,,,,,
233,230,,female,TRUE,,,,,100,h15,tipped staff,GC,,,,,,hall/cabaret room doors,,,,,
135,122,,female,TRUE,,,,,100,h16,tipped staff,S,,,,,,empire room,,,,,
82,74,,female,TRUE,,,,,100,h18,tipped staff,K,,,,,,main dining,,,,,
256,233,,female,TRUE,,,,,100,h20,non-tipped,,,,,,,cabaret room,,,,,
134,34,,female,TRUE,,,,,100,h21,non-tipped,,,,,,,crystal rooms,,,,,
223,45,,male,TRUE,,,,,100,h22,tipped staff,,,,,,,garden 2,,,,,
272,251,,male,FALSE,,,,,100,h24,patron,S,,,,,,cabaret room,,,,,
192,392,,male,FALSE,,,,,100,h26,patron,K,,,,,,Crystal Room 4,,,,,
196,400,,female,FALSE,,h29,4,,100,h29,patron,K,,,,,,Crystal Room 4,,,,,
191,395,,female,FALSE,,h29,4,,100,h29a,patron,K,,,,,,Crystal Room 4,,,,,
95,65,,male,FALSE,,,,,100,h32,patron,K,,,,,,main dining,,,,,
245,201,,male,TRUE,,,,,100,h33,non-tipped,,,,,,,cabaret room,,,,,
76,75,,female,FALSE,,,,,100,h34,patron,K,,,,,,main dining,,,,,
111,219,,male,TRUE,,,,,100,h36,tipped staff,,,,,,,garden 3,,,,,
266,285,,female,FALSE,,h37,4,,100,h37,patron,C,,,,,,cabaret room,,,,,
265,234,,male,FALSE,,h37,4,,100,h37a,patron,C,,,,,,cabaret room,,,,,
253,270,,male,FALSE,,,,,100,h38,patron,S,,,,,,cabaret room,,,,,
261,262,,male,FALSE,,,,,100,h40a,patron,C,,,,,,cabaret room,,,,,
145,133,,female,FALSE,,,,,100,h40,patron,M,,,,,,Foyer,,,,,
248,239,,female,FALSE,,,,,100,h41,patron,S,,,,,,cabaret room,,,,,
193,113,,male,FALSE,,h42,4,,100,h42,patron,M,,,,,,empire room,,,,,
204,123,,female,FALSE,,h42,4,,100,h42a,patron,,,,,,,empire room,,,,,
133,112,,female,FALSE,,,,,100,h44,patron,K,,,,,,empire room,,,,,
236,102,,female,FALSE,,,,,100,h45,patron,,,,,,,hall by empire,,,,,
250,285,,male,FALSE,,h47,4,,100,h47,patron,C,,,,,,cabaret room,,,,,
264,267,,female,FALSE,,h47,4,,100,h47a,patron,C,,,,,,cabaret room,,,,,
127,117,,female,FALSE,,,,,100,h51,patron,G2,,,,,,empire room,,,,,
261,249,,male,FALSE,,,,,100,h52,patron,S,,,,,,cabaret room,,,,,
251,81,,male,FALSE,,j17,4,,100,j17b,patron,M,movement,,bar mitzvah,,,Viennese Room,,,,,
68,188,,male,TRUE,,,,,100,n4,non-tipped,,movement,,,,,kitchen bar,,,,,"part time bartender at kitchen bar, took it seriously when he saw people being led out the kitchen"
258,241,,male,FALSE,,,,,100,h56,patron,C,,,,,,cabaret room,,,,,
282,223,,male,FALSE,,,,,100,h59,patron,C,,,,,,cabaret room,,,,,
200,244,,female,TRUE,,,,,100,h6,tipped staff,,,,,,,garden 1,,,,,
259,251,,female,FALSE,,,,,100,h60,patron,C,,,,,,cabaret room,,,,,
273,196,,male,FALSE,,,,,100,h61,patron,C,,,,,,cabaret room,,,,,
245,285,,female,FALSE,,,,,100,h62,patron,C,,,,,,cabaret room,,,,,
89,73,,female,TRUE,,,,,100,h63,tipped staff,,,,,,,main dining,,,,,
258,270,64,female,FALSE,,,,,100,h67,patron,C,,,,,,cabaret room,,,,,
246,300,24,female,FALSE,,,,,100,h8,patron,C,,,,,,cabaret room,,,,,
256,319,,female,FALSE,,tristate road runners,2,,100,ha46,patron,,,tristate road runners table 2,tristate,,,cabaret room,,,,,
274,242,,female,FALSE,,tristate road runners,2,,100,he77,patron,,,tristate road runners table 6,tristate,,,cabaret room,,,,,
247,312,,female,FALSE,,tristate road runners,2,,100,hf4,patron,,,tristate road runners table 7,tristate,,,cabaret room,,,,,
278,205,,female,FALSE,,tristate road runners,2,,100,hf9,patron,d,,tristate road runners table 2,tristate,,,cabaret room,,,,,
265,246,,male,FALSE,,dayton aaa,2,,100,hp1,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
250,198,,female,FALSE,,dayton aaa,2,,100,hp2,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
262,199,,male,FALSE,,,,,100,i1,patron,C,,,,,,cabaret room,,,,,
193,117,,female,FALSE,,,,,100,i3,patron,M,,,,,,empire room,,,,,
211,400,,female,FALSE,,,,,100,i9,patron,M,,,,,,Crystal Room 4,,,,,
275,260,,female,FALSE,,dayton aaa,2,,100,id,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
58,188,,male,TRUE,,,,,100,j1,non-tipped,,,,,,,kitchen,,,,,
194,388,,male,FALSE,,,,,100,j11,patron,M,,,,,,Crystal Room 4,,,,,
263,209,,male,FALSE,,,,,100,j12,patron,S,,,,,,cabaret room,,,,,
279,247,,female,FALSE,,,,,100,j13,patron,C,,,,,,cabaret room,,,,,
255,241,,female,FALSE,,,,,100,j14,patron,C,,,,,,cabaret room,,,,,
208,405,,female,FALSE,,,,,100,j15,patron,M,,,,,,Crystal Room 4,,,,,
279,298,,male,FALSE,,,,,100,j16,patron,S,,,,,,cabaret room,,,,,
150,75,,female,TRUE,,,,,100,r115,tipped staff,M,"overheard warning, saw smoke",,,,,Main bar,,,,,
137,72,,male,TRUE,,,,,100,r116,tipped staff,M,"overheard warning, saw smoke",,,,,Main bar,,,,,
216,45,,male,FALSE,,,,,100,j18,patron,,,,,,,garden 2,,,,,
225,58,,male,TRUE,,,,,100,j2,tipped staff,C,,,,,,zebra room,,,,,
250,301,,male,FALSE,,j22,4,,100,j22,patron,GC,,,,,,cabaret room,,,,,
266,300,,male,FALSE,,j22,4,,100,j22a,patron,GC,,,,,,cabaret room,,,,,
93,220,,male,TRUE,,,,,100,j3,non-tipped,,,,,,,kitchen,,,,,
74,54,,male,TRUE,,,,,100,j50,tipped staff,S,,,,,,main dining,,,,,
265,227,,male,FALSE,,,,,100,j51,patron,S,,,,,,cabaret room,,,,,
260,212,,male,FALSE,,,,,100,j52,patron,C,,,,,,cabaret room,,,,,
203,399,,male,FALSE,,,,,100,j53,patron,K,,,,,,Crystal Room 4,,,,,
256,219,,female,TRUE,,,,,100,j6,tipped staff,S,,,,,,cabaret room,,,,,"waitress, tried to get people out; one of the later ones out: her shirt was burned"
59,143,,male,TRUE,,,,,100,j8,non-tipped,,,,,,,kitchen,,,,,
250,211,,male,FALSE,,j9,4,,100,j9,patron,GC,,,,,,cabaret room,,,,,
281,242,,female,FALSE,,j9,4,,100,j9a,patron,GC,,,,,,cabaret room,,,,,
250,252,,female,FALSE,,dayton aaa,2,,100,jb,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
254,225,,female,FALSE,,tristate road runners,2,,100,jc1,patron,,,tristate road runners table 10,tristate,,,cabaret room,,,,,
270,229,,female,FALSE,,tristate road runners,2,,100,jc2,patron,,,tristate road runners table 10,tristate,,,cabaret room,,,,,
258,217,,female,FALSE,,tristate road runners,2,,100,jd80,patron,,,tristate road runners table 6,tristate,,,cabaret room,,,,,
258,304,,male,FALSE,,tristate road runners,2,,100,jd81,patron,,,tristate road runners table 6,tristate,,,cabaret room,,,,,
265,318,,male,FALSE,,tristate road runners,2,,100,jf68,patron,d,,tristate road runners table 4,tristate,,,cabaret room,,,,,
256,222,,female,FALSE,,tristate road runners,2,,100,jf69,patron,,,tristate road runners table 4,tristate,,,cabaret room,,,,,
251,276,,male,FALSE,,tristate road runners,2,,100,jr21,patron,,,tristate road runners table 8,tristate,,,cabaret room,,,,,
270,205,,female,FALSE,,tristate road runners,2,,100,jr22,patron,,,tristate road runners table 8,tristate,,,cabaret room,,,,,
262,243,,female,FALSE,,tristate road runners,2,,100,jr24,patron,,,tristate road runners table 2,tristate,,,cabaret room,,,,,
269,300,,male,FALSE,,tristate road runners,2,,100,jr61,patron,d,,tristate road runners table 3,tristate,,,cabaret room,,,,,
256,303,,female,FALSE,,tristate road runners,2,,100,jr62,patron,d,,tristate road runners table 3,tristate,,,cabaret room,,,,,
246,206,,male,FALSE,,tristate road runners,2,,100,js1,patron,,,tristate road runners table 10,tristate,,,cabaret room,,,,,
283,261,,female,FALSE,,tristate road runners,2,,100,js2,patron,,,tristate road runners table 10,tristate,,,cabaret room,,,,,
267,272,,female,FALSE,,tristate road runners,2,,100,js3,patron,,,tristate road runners table 10,tristate,,,cabaret room,,,,,
266,215,,male,FALSE,,tristate road runners,2,,100,jt38,patron,,,tristate road runners table 5,tristate,,,cabaret room,,,,,
267,291,,female,FALSE,,tristate road runners,2,,100,jt39,patron,,,tristate road runners table 5,tristate,,,cabaret room,,,,,
147,68,,male,TRUE,,,,,100,k1,tipped staff,S,,,,,,Main bar,,,,,
146,31,,male,TRUE,,,,,100,k11,non-tipped,S,,,,,,crystal rooms,,,,,
263,253,,female,TRUE,,,,,100,k14,non-tipped,,,,,,,cabaret room,,,,,
269,273,,male,FALSE,,,,,100,k15,patron,GC,,,,,,cabaret room,,,,,
274,304,,female,FALSE,,,,,100,k16,patron,GC,,,,,,cabaret room,,,,,
277,282,,female,FALSE,,,,,100,k17,patron,GC,,,,,,cabaret room,,,,,
257,324,,male,FALSE,,k18,4,,100,k18,patron,S,,,,,,cabaret room,,,,,
281,247,,female,FALSE,,k18,4,,100,k18a,patron,S,,,,,,cabaret room,,,,,
100,77,,female,FALSE,,,,,100,k19,patron,K,,,,,,main dining,,,,,
80,64,,male,FALSE,,,,,100,k20,patron,K,,,,,,main dining,,,,,
154,67,,female,FALSE,,,,,100,k21,patron,M,,,,,,Foyer,,,,,
266,278,,female,FALSE,,,,,100,k22,patron,S,,,,,,cabaret room,,,,,
253,313,,female,FALSE,,,,,100,k23,patron,S,,,,,,cabaret room,,,,,
256,228,,female,FALSE,,k25,4,,100,k25,patron,S,,,,,,cabaret room,,,,,
269,200,,male,FALSE,,k25,4,,100,k25a,patron,S,,,,,,cabaret room,,,,,
187,404,,male,FALSE,,,,,100,k28,patron,K,,,,,,Crystal Room 4,,,,,
136,127,,,FALSE,,k29,4,,100,k29,patron,G2,,,,,,empire room,,,,,
199,121,,female,FALSE,,k29,4,,100,k29a,patron,G2,,,,,,empire room,,,,,
191,125,,female,FALSE,,,,,100,k30,patron,M,,,,,,empire room,,,,,
282,307,,male,FALSE,,,,,100,k31,patron,S,,,,,,cabaret room,,,,,
255,279,,female,FALSE,,,,,100,k32,patron,S,,,,,,cabaret room,,,,,
98,50,,female,FALSE,,,,,100,k34,patron,K,,,,,,main dining,,,,,
306,213,,male,TRUE,,,,,100,k7,non-tipped,M,,,,,,show room,,,,,
273,227,,female,FALSE,,,,,100,k8,patron,C,,,,,,cabaret room,,,,,
154,140,,male,FALSE,,,,,100,k87,patron,M,,,,,,Foyer,,,,,
69,181,,female,TRUE,,,,,100,k9,tipped staff,,,,,,,kitchen,,,,,
276,293,,female,FALSE,,dayton aaa,2,,100,ka,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
260,239,,female,FALSE,,tristate road runners,2,,100,kc33,patron,,,tristate road runners table 6,tristate,,,cabaret room,,,,,
250,286,,female,FALSE,,tristate road runners,2,,100,kl40,patron,,,tristate road runners table 7,tristate,,,cabaret room,,,,,
71,201,,male,TRUE,,,,,100,l11,non-tipped,S,,,,,,kitchen,,,,,"sous-chef, got a fire extinguisher when he heard about it, but the smoke was bad so he left instead of attempting to fight the fire"
281,224,23,female,FALSE,,,,,100,l12,patron,C,,,,,,cabaret room,,,,,
165,137,,female,FALSE,,,,,100,l16,patron,M,,,,,,Foyer,,,,,
246,278,,male,FALSE,,,,,100,l19,patron,GC,,,,,,cabaret room,,,,,
282,291,,female,FALSE,,,,,100,l2,patron,C,,,,,,cabaret room,,,,,
263,215,,female,FALSE,,,,,100,l20,patron,S,,,,,,cabaret room,,,,,
275,233,,male,FALSE,,,,,100,l22,patron,C,,,,,,cabaret room,,,,,
249,203,,female,FALSE,,,,,100,l26,patron,GC,,,,,,cabaret room,,,,,
208,166,,female,TRUE,,,,,100,l4,non-tipped,,,,,,,? in back,,,,,"Cashier, so no direct customer interaction. Saw smoke"
144,391,,male,FALSE,,,,,100,l6,patron,K,,,,,,Crystal Room 6,,,,,
135,35,,male,TRUE,,,,,100,l7,contractor,M,,,,,,crystal rooms,,,,,"singer for 3 way power, looked for lady friend out front after evacuating"
132,392,,female,FALSE,,,,,100,l8,patron,K,,,,,,Crystal Room 6,,,,,
212,400,,female,FALSE,,l89,4,,100,l89,patron,K,,,,,,Crystal Room 4,,,,,
198,390,,female,FALSE,,l89,4,,100,l89a,patron,K,,,,,,Crystal Room 4,,,,,
